"","happy","hapmar","health","finalter","satfin","income16","new_income_range"
"241","Very happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"242","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"243","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"244","Very happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"245","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"246","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"247","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"248","Pretty happy",".s:  Skipped on Web","Excellent","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"249","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"250","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"251","Very happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"252","Not too happy",".i:  Inapplicable","Fair","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"253","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"254","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"255","Not too happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"256","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"257","Pretty happy","VERY HAPPY","Excellent","Worse","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"258","Pretty happy","VERY HAPPY","Excellent","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"259","Very happy","PRETTY HAPPY","Excellent","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"260","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"261","Very happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"262","Not too happy",".i:  Inapplicable","Excellent","Better","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"263","Pretty happy","PRETTY HAPPY","Fair","Stayed same","Not satisfied at all","$15000 TO 17499","10 000 to 19 999"
"264","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"265","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"266","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","UNDER $1 000","0 to 9 999"
"267","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","UNDER $1 000","0 to 9 999"
"268","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"269","Pretty happy","NOT TOO HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"270","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"271","Pretty happy","NOT TOO HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"272","Very happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"273","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"274","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"275","Not too happy","VERY HAPPY","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"276","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"277","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"278","Very happy","VERY HAPPY","Fair","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"279","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"280","Pretty happy","PRETTY HAPPY","Poor","Better","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"281","Very happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"282","Not too happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"283","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"284","Not too happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"285","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"286","Not too happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"287","Very happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"288","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"289","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"290","Not too happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"291","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"292","Not too happy",".i:  Inapplicable","Excellent","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"293","Pretty happy","PRETTY HAPPY","Fair","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"294","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"295","Not too happy",".i:  Inapplicable","Good","Better","More or less satisfied","$8 000 TO 9 999","0 to 9 999"
"296","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"297","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"298","Not too happy","PRETTY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"299","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"300","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"301","Very happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"302","Very happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"303","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"304","Not too happy",".n:  No answer","Fair","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"305","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"306","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"307","Very happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"308","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"309","Not too happy","NOT TOO HAPPY","Fair","Stayed same","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"310","Not too happy","NOT TOO HAPPY","Excellent","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"311","Pretty happy",".i:  Inapplicable","Excellent","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"312","Not too happy",".i:  Inapplicable","Good","Better","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"313","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"314","Pretty happy","PRETTY HAPPY","Fair","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"315","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"316","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$5 000 TO 5 999","0 to 9 999"
"317","Not too happy",".i:  Inapplicable","Excellent","Worse","Not satisfied at all","$15000 TO 17499","10 000 to 19 999"
"318","Pretty happy",".i:  Inapplicable","Excellent","Better","Not satisfied at all","$1 000 TO 2 999","0 to 9 999"
"319","Not too happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$20000 TO 22499","20 000 to 39 999"
"320","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"321","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"322","Not too happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"323","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$150000 TO $169999","90 000 to 170 000"
"324","Pretty happy",".s:  Skipped on Web","Excellent","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"325","Pretty happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"326","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"327","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"328","Not too happy",".i:  Inapplicable","Fair","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"329","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"330","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"331","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"332","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"333","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"334","Not too happy","NOT TOO HAPPY","Good","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"335",".s:  Skipped on Web",".i:  Inapplicable","Good","Better","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"336","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"337","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","Pretty well satisfied","$8 000 TO 9 999","0 to 9 999"
"338","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"339","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"340","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"341","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"342","Pretty happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"343","Pretty happy",".i:  Inapplicable","Excellent","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"344","Pretty happy","PRETTY HAPPY","Fair","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"345","Pretty happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"346","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"347","Not too happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"348","Very happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"349","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"350","Very happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"351","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"352","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$8 000 TO 9 999","0 to 9 999"
"353","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"354","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"355","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"356","Very happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"357","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"358","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"359","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"360","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"361","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"362","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"363","Pretty happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"364","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$4 000 TO 4 999","0 to 9 999"
"365","Not too happy","PRETTY HAPPY","Fair","Worse","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"366","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"367","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"368","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"369","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"370","Not too happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"371","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$7 000 TO 7 999","0 to 9 999"
"372","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$3 000 TO 3 999","0 to 9 999"
"373","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"374","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"375","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"376","Not too happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"377","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$1 000 TO 2 999","0 to 9 999"
"378","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"379","Pretty happy",".i:  Inapplicable","Poor","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"380","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
