year,id_,happy,hapmar,health,life,satfin,finalter,ballot,income16
2021,250,Pretty happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Stayed same,Ballot a,$60000 TO 74999
2021,253,Not too happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Better,Ballot a,$40000 TO 49999
2021,254,Pretty happy,.i:  Inapplicable,Excellent,Exciting,Pretty well satisfied,Better,Ballot a,$90000 TO $109999
2021,255,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$170000 OR OVER
2021,256,Very happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Better,Ballot a,$170000 OR OVER
2021,257,Pretty happy,.i:  Inapplicable,Excellent,Exciting,More or less satisfied,Worse,Ballot c,$90000 TO $109999
2021,258,Very happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Better,Ballot a,$150000 TO $169999
2021,259,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$90000 TO $109999
2021,260,Pretty happy,PRETTY HAPPY,Good,Routine,Not satisfied at all,Better,Ballot a,$60000 TO 74999
2021,261,Pretty happy,.i:  Inapplicable,Excellent,Routine,Pretty well satisfied,Stayed same,Ballot a,$90000 TO $109999
2021,262,Very happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$170000 OR OVER
2021,263,Not too happy,.i:  Inapplicable,Good,Exciting,Not satisfied at all,Stayed same,Ballot c,$12500 TO 14999
2021,264,Not too happy,.i:  Inapplicable,Poor,Dull,Not satisfied at all,Worse,Ballot c,$20000 TO 22499
2021,265,Pretty happy,VERY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot a,$90000 TO $109999
2021,266,Pretty happy,.i:  Inapplicable,Excellent,Routine,Not satisfied at all,Better,Ballot a,.d:  Do not Know/Cannot Choose
2021,267,Not too happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Worse,Ballot c,$7 000 TO 7 999
2021,268,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$75000 TO $89999
2021,269,Pretty happy,.i:  Inapplicable,Good,Exciting,Pretty well satisfied,Better,Ballot c,$50000 TO 59999
2021,270,Not too happy,.i:  Inapplicable,Excellent,Exciting,More or less satisfied,Stayed same,Ballot c,.r:  Refused
2021,271,Pretty happy,VERY HAPPY,Excellent,Exciting,Not satisfied at all,Better,Ballot c,$50000 TO 59999
2021,272,Not too happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Worse,Ballot a,$40000 TO 49999
2021,273,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot a,$40000 TO 49999
2021,274,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$40000 TO 49999
2021,275,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Worse,Ballot b,$8 000 TO 9 999
2021,276,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$75000 TO $89999
2021,277,Very happy,VERY HAPPY,Excellent,Exciting,Pretty well satisfied,Better,Ballot c,.s:  Skipped on Web
2021,278,Very happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$170000 OR OVER
2021,279,Pretty happy,VERY HAPPY,Good,Routine,Not satisfied at all,Stayed same,Ballot a,$60000 TO 74999
2021,280,Pretty happy,.i:  Inapplicable,Fair,.s:  Skipped on Web,More or less satisfied,Worse,Ballot a,.d:  Do not Know/Cannot Choose
2021,281,Not too happy,.i:  Inapplicable,Good,Exciting,Pretty well satisfied,Better,Ballot c,$170000 OR OVER
2021,282,Pretty happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,More or less satisfied,Better,Ballot b,.d:  Do not Know/Cannot Choose
2021,284,Pretty happy,PRETTY HAPPY,Good,Exciting,More or less satisfied,Better,Ballot a,$170000 OR OVER
2021,285,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$90000 TO $109999
2021,286,Not too happy,.i:  Inapplicable,Fair,Routine,Not satisfied at all,Worse,Ballot a,$50000 TO 59999
2021,287,Not too happy,.i:  Inapplicable,Fair,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$30000 TO 34999
2021,288,Pretty happy,.i:  Inapplicable,Excellent,Exciting,More or less satisfied,Better,Ballot a,$110000 TO $129999
2021,289,Not too happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Worse,Ballot c,$25000 TO 29999
2021,291,Pretty happy,.i:  Inapplicable,Fair,Routine,Not satisfied at all,Stayed same,Ballot a,$40000 TO 49999
2021,292,Pretty happy,VERY HAPPY,Good,Routine,Pretty well satisfied,Better,Ballot c,$90000 TO $109999
2021,293,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Better,Ballot c,$150000 TO $169999
2021,294,Very happy,VERY HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot a,$170000 OR OVER
2021,296,Pretty happy,.i:  Inapplicable,Fair,Routine,Not satisfied at all,Worse,Ballot a,$22500 TO 24999
2021,297,Pretty happy,.i:  Inapplicable,Good,Exciting,Pretty well satisfied,Better,Ballot c,$60000 TO 74999
2021,298,Not too happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Stayed same,Ballot a,.d:  Do not Know/Cannot Choose
2021,299,Pretty happy,.i:  Inapplicable,Fair,Routine,Not satisfied at all,Worse,Ballot c,$40000 TO 49999
2021,300,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$110000 TO $129999
2021,301,Not too happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Stayed same,Ballot c,$30000 TO 34999
2021,302,Not too happy,.i:  Inapplicable,Fair,Routine,Pretty well satisfied,Worse,Ballot c,$3 000 TO 3 999
2021,303,Not too happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Stayed same,Ballot a,$3 000 TO 3 999
2021,304,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot c,.s:  Skipped on Web
2021,305,Not too happy,PRETTY HAPPY,Fair,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$130000 TO $149999
2021,306,Very happy,VERY HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot c,$130000 TO $149999
2021,307,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$40000 TO 49999
2021,308,Pretty happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Stayed same,Ballot c,$30000 TO 34999
2021,309,Pretty happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Better,Ballot a,$130000 TO $149999
2021,310,Pretty happy,.i:  Inapplicable,Good,Exciting,Pretty well satisfied,Better,Ballot c,.s:  Skipped on Web
2021,312,Very happy,.i:  Inapplicable,Good,Exciting,Pretty well satisfied,Stayed same,Ballot a,$110000 TO $129999
2021,313,Very happy,VERY HAPPY,Good,Exciting,Not satisfied at all,Worse,Ballot a,$35000 TO 39999
2021,314,Pretty happy,.s:  Skipped on Web,Good,Routine,More or less satisfied,Stayed same,Ballot a,.s:  Skipped on Web
2021,315,Pretty happy,PRETTY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$60000 TO 74999
2021,316,Very happy,.i:  Inapplicable,Fair,Routine,More or less satisfied,Worse,Ballot c,$10000 TO 12499
2021,317,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$30000 TO 34999
2021,318,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$35000 TO 39999
2021,320,Pretty happy,.i:  Inapplicable,Good,Exciting,Pretty well satisfied,Stayed same,Ballot a,$170000 OR OVER
2021,321,Pretty happy,.s:  Skipped on Web,Excellent,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$40000 TO 49999
2021,322,Very happy,VERY HAPPY,Excellent,Exciting,More or less satisfied,Stayed same,Ballot c,$75000 TO $89999
2021,323,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$110000 TO $129999
2021,324,Very happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Stayed same,Ballot a,$90000 TO $109999
2021,325,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,.r:  Refused
2021,326,Not too happy,.i:  Inapplicable,Fair,Dull,Pretty well satisfied,Better,Ballot c,$170000 OR OVER
2021,327,Pretty happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Worse,Ballot c,$90000 TO $109999
2021,328,Pretty happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Better,Ballot a,$75000 TO $89999
2021,329,Not too happy,VERY HAPPY,Excellent,Exciting,More or less satisfied,Stayed same,Ballot c,$60000 TO 74999
2021,330,Pretty happy,VERY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$170000 OR OVER
2021,331,Pretty happy,VERY HAPPY,Excellent,Routine,More or less satisfied,Worse,Ballot c,$150000 TO $169999
2021,332,Pretty happy,VERY HAPPY,Excellent,Routine,Not satisfied at all,Stayed same,Ballot c,$40000 TO 49999
2021,333,Very happy,PRETTY HAPPY,Excellent,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$150000 TO $169999
2021,334,Very happy,VERY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot c,$50000 TO 59999
2021,335,Very happy,.i:  Inapplicable,Excellent,Exciting,Pretty well satisfied,Better,Ballot a,$75000 TO $89999
2021,336,Not too happy,.i:  Inapplicable,Excellent,Routine,Not satisfied at all,Better,Ballot a,$40000 TO 49999
2021,337,Pretty happy,PRETTY HAPPY,Fair,Routine,Not satisfied at all,Stayed same,Ballot a,$15000 TO 17499
2021,338,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,Not satisfied at all,Stayed same,Ballot b,$20000 TO 22499
2021,339,Pretty happy,PRETTY HAPPY,Excellent,Routine,More or less satisfied,Stayed same,Ballot a,$50000 TO 59999
2021,340,Pretty happy,.i:  Inapplicable,Fair,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,UNDER $1 000
2021,341,Not too happy,.i:  Inapplicable,Good,Dull,Not satisfied at all,Worse,Ballot a,UNDER $1 000
2021,342,Pretty happy,PRETTY HAPPY,Fair,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$110000 TO $129999
2021,343,Pretty happy,NOT TOO HAPPY,Good,Routine,More or less satisfied,Better,Ballot a,$75000 TO $89999
2021,344,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$150000 TO $169999
2021,345,Pretty happy,NOT TOO HAPPY,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$90000 TO $109999
2021,346,Very happy,VERY HAPPY,Good,Routine,Not satisfied at all,Stayed same,Ballot a,$75000 TO $89999
2021,348,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Stayed same,Ballot a,$90000 TO $109999
2021,349,Not too happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Better,Ballot c,.s:  Skipped on Web
2021,350,Pretty happy,VERY HAPPY,Excellent,Routine,Pretty well satisfied,Stayed same,Ballot a,.d:  Do not Know/Cannot Choose
2021,351,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$15000 TO 17499
2021,352,Not too happy,VERY HAPPY,Good,Exciting,More or less satisfied,Better,Ballot c,$150000 TO $169999
2021,353,Pretty happy,VERY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$110000 TO $129999
2021,354,Very happy,VERY HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot a,$170000 OR OVER
2021,356,Very happy,VERY HAPPY,Fair,Exciting,More or less satisfied,Better,Ballot a,$170000 OR OVER
2021,357,Pretty happy,VERY HAPPY,Excellent,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$90000 TO $109999
2021,358,Pretty happy,PRETTY HAPPY,Poor,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$12500 TO 14999
2021,359,Very happy,.i:  Inapplicable,Excellent,Exciting,More or less satisfied,Better,Ballot a,$170000 OR OVER
2021,360,Not too happy,PRETTY HAPPY,Fair,Dull,Not satisfied at all,Worse,Ballot c,$20000 TO 22499
2021,361,Pretty happy,.i:  Inapplicable,Good,Dull,More or less satisfied,Better,Ballot a,$50000 TO 59999
2021,362,Not too happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Better,Ballot c,$40000 TO 49999
2021,363,Not too happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Stayed same,Ballot c,$17500 TO 19999
2021,364,Not too happy,.i:  Inapplicable,Fair,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$22500 TO 24999
2021,365,.s:  Skipped on Web,.i:  Inapplicable,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,.s:  Skipped on Web
2021,366,Very happy,.i:  Inapplicable,Good,Exciting,Pretty well satisfied,Better,Ballot c,$170000 OR OVER
2021,367,Pretty happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot c,$170000 OR OVER
2021,368,Pretty happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Stayed same,Ballot a,$30000 TO 34999
2021,369,Not too happy,.i:  Inapplicable,Fair,Routine,More or less satisfied,Better,Ballot a,$40000 TO 49999
2021,370,Not too happy,.i:  Inapplicable,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$25000 TO 29999
2021,371,Not too happy,.i:  Inapplicable,Excellent,Routine,Not satisfied at all,Worse,Ballot c,$40000 TO 49999
2021,372,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,.d:  Do not Know/Cannot Choose
2021,373,Pretty happy,PRETTY HAPPY,Fair,Routine,Not satisfied at all,Stayed same,Ballot a,$60000 TO 74999
2021,374,Not too happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Stayed same,Ballot c,.d:  Do not Know/Cannot Choose
2021,375,Pretty happy,PRETTY HAPPY,Good,Exciting,More or less satisfied,Stayed same,Ballot a,$90000 TO $109999
2021,376,Pretty happy,VERY HAPPY,Fair,Exciting,Pretty well satisfied,Stayed same,Ballot c,.r:  Refused
2021,377,Not too happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Better,Ballot c,$8 000 TO 9 999
2021,378,Very happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$130000 TO $149999
2021,379,Pretty happy,VERY HAPPY,Good,Routine,More or less satisfied,Better,Ballot a,$170000 OR OVER
2021,380,Not too happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Better,Ballot c,$90000 TO $109999
2021,381,Not too happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Worse,Ballot c,$25000 TO 29999
2021,383,Pretty happy,PRETTY HAPPY,Good,Routine,Pretty well satisfied,Stayed same,Ballot a,$90000 TO $109999
2021,384,Very happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$170000 OR OVER
2021,385,Very happy,PRETTY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$75000 TO $89999
2021,386,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$50000 TO 59999
2021,387,Not too happy,.n:  No answer,Fair,Routine,More or less satisfied,Stayed same,Ballot a,$110000 TO $129999
2021,388,Very happy,VERY HAPPY,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$40000 TO 49999
2021,389,Pretty happy,PRETTY HAPPY,Good,Routine,Pretty well satisfied,Stayed same,Ballot a,$90000 TO $109999
2021,390,Very happy,.i:  Inapplicable,Good,.i:  Inapplicable,Pretty well satisfied,Better,Ballot b,$30000 TO 34999
2021,391,Pretty happy,PRETTY HAPPY,Good,Routine,Not satisfied at all,Stayed same,Ballot a,$60000 TO 74999
2021,392,Pretty happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Stayed same,Ballot c,.d:  Do not Know/Cannot Choose
2021,393,Not too happy,NOT TOO HAPPY,Fair,.i:  Inapplicable,Not satisfied at all,Stayed same,Ballot b,$20000 TO 22499
2021,395,Not too happy,NOT TOO HAPPY,Excellent,Routine,Not satisfied at all,Stayed same,Ballot a,$60000 TO 74999
2021,396,Pretty happy,.i:  Inapplicable,Excellent,Exciting,Not satisfied at all,Worse,Ballot a,$40000 TO 49999
2021,397,Not too happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Better,Ballot c,$10000 TO 12499
2021,398,Pretty happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Better,Ballot a,$25000 TO 29999
2021,399,Pretty happy,PRETTY HAPPY,Fair,Routine,Not satisfied at all,Stayed same,Ballot a,$90000 TO $109999
2021,400,Pretty happy,PRETTY HAPPY,Good,Routine,Not satisfied at all,Worse,Ballot a,$25000 TO 29999
2021,401,Pretty happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Better,Ballot c,$5 000 TO 5 999
2021,402,Not too happy,.i:  Inapplicable,Excellent,Exciting,Not satisfied at all,Worse,Ballot c,$15000 TO 17499
2021,403,Pretty happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,Not satisfied at all,Better,Ballot b,$1 000 TO 2 999
2021,404,Not too happy,VERY HAPPY,Good,.i:  Inapplicable,Pretty well satisfied,Stayed same,Ballot b,$20000 TO 22499
2021,405,Pretty happy,.i:  Inapplicable,Good,Exciting,More or less satisfied,Stayed same,Ballot a,$90000 TO $109999
2021,406,Pretty happy,.i:  Inapplicable,Good,Exciting,Not satisfied at all,Worse,Ballot c,$22500 TO 24999
2021,407,Not too happy,.i:  Inapplicable,Fair,Exciting,Not satisfied at all,Worse,Ballot a,$25000 TO 29999
2021,408,Pretty happy,.i:  Inapplicable,Good,Exciting,Not satisfied at all,Worse,Ballot c,$150000 TO $169999
2021,409,Pretty happy,.s:  Skipped on Web,Excellent,.i:  Inapplicable,More or less satisfied,Stayed same,Ballot b,$40000 TO 49999
2021,410,Pretty happy,.i:  Inapplicable,Fair,Routine,More or less satisfied,Stayed same,Ballot a,.r:  Refused
2021,411,Pretty happy,VERY HAPPY,Good,Routine,Not satisfied at all,Stayed same,Ballot c,$12500 TO 14999
2021,412,Very happy,VERY HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot c,$35000 TO 39999
2021,413,Pretty happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Better,Ballot c,$130000 TO $149999
2021,414,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,More or less satisfied,Worse,Ballot b,.s:  Skipped on Web
2021,415,Pretty happy,PRETTY HAPPY,Good,Routine,More or less satisfied,Stayed same,Ballot a,.d:  Do not Know/Cannot Choose
2021,416,Not too happy,.i:  Inapplicable,Fair,Exciting,Pretty well satisfied,Stayed same,Ballot c,$170000 OR OVER
2021,417,Pretty happy,PRETTY HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot c,.r:  Refused
2021,418,Pretty happy,PRETTY HAPPY,Good,.i:  Inapplicable,More or less satisfied,Better,Ballot b,$110000 TO $129999
2021,419,Very happy,VERY HAPPY,Excellent,Routine,Pretty well satisfied,Better,Ballot c,$90000 TO $109999
2021,420,Not too happy,.i:  Inapplicable,Good,Routine,Pretty well satisfied,Stayed same,Ballot c,$60000 TO 74999
2021,422,Very happy,VERY HAPPY,Excellent,Routine,Pretty well satisfied,Stayed same,Ballot a,$90000 TO $109999
2021,423,Pretty happy,.i:  Inapplicable,Fair,Routine,Not satisfied at all,Worse,Ballot a,$25000 TO 29999
2021,424,Not too happy,NOT TOO HAPPY,Good,.i:  Inapplicable,Not satisfied at all,Stayed same,Ballot b,$90000 TO $109999
2021,425,.s:  Skipped on Web,.i:  Inapplicable,Good,Exciting,Pretty well satisfied,Better,Ballot c,$35000 TO 39999
2021,427,Pretty happy,.i:  Inapplicable,Good,Routine,More or less satisfied,Better,Ballot a,$25000 TO 29999
2021,428,Pretty happy,.i:  Inapplicable,Excellent,Exciting,Pretty well satisfied,Stayed same,Ballot c,$8 000 TO 9 999
2021,430,Very happy,VERY HAPPY,Good,Exciting,More or less satisfied,Stayed same,Ballot c,.s:  Skipped on Web
2021,431,Very happy,VERY HAPPY,Good,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$35000 TO 39999
2021,432,Not too happy,.i:  Inapplicable,Good,Dull,Not satisfied at all,Worse,Ballot c,$12500 TO 14999
2021,433,Pretty happy,.i:  Inapplicable,Fair,Routine,More or less satisfied,Better,Ballot a,$50000 TO 59999
2021,434,Pretty happy,.i:  Inapplicable,Excellent,Exciting,More or less satisfied,Stayed same,Ballot a,$20000 TO 22499
2021,435,Pretty happy,.i:  Inapplicable,Good,.i:  Inapplicable,Not satisfied at all,Better,Ballot b,$25000 TO 29999
2021,436,Pretty happy,.i:  Inapplicable,Good,Routine,Not satisfied at all,Stayed same,Ballot a,.s:  Skipped on Web
2021,437,Pretty happy,.i:  Inapplicable,Excellent,.i:  Inapplicable,Not satisfied at all,Worse,Ballot b,$75000 TO $89999
2021,438,Pretty happy,PRETTY HAPPY,Fair,Exciting,More or less satisfied,Worse,Ballot a,$40000 TO 49999
2021,439,Pretty happy,VERY HAPPY,Good,.i:  Inapplicable,Not satisfied at all,Stayed same,Ballot b,.s:  Skipped on Web
2021,440,Pretty happy,.i:  Inapplicable,Excellent,Exciting,More or less satisfied,Better,Ballot c,$50000 TO 59999
2021,441,Pretty happy,VERY HAPPY,Good,Exciting,Pretty well satisfied,Better,Ballot a,$90000 TO $109999
